location_id,carrier_id,material_id,material_quantity,scenario
0000300903,C002011,EH80,2,2x2_slot_inorder_place_random
0000300903,C002012,EH80,2,2x2_slot_inorder_place_random
0000300903,C002013,EH80,2,2x2_slot_inorder_place_random
0000400406,C001470,CH097,8,2x2_slot_inorder_place_random
0000400406,C001471,CH097,8,2x2_slot_inorder_place_random
0000400406,C001472,MPP2345B,8,2x2_slot_inorder_place_random
0000400406,C001473,MPP2345B,8,2x2_slot_inorder_place_random
0000000305,C001460,KPB2303BU,21,2x2_slot_inorder_place_random
0000000305,C001461,KPB2303BU,1,2x2_slot_inorder_place_random
0000000305,C001462,CH097,8,2x2_slot_inorder_place_random
0000000305,C001463,CH097,8,2x2_slot_inorder_place_random
0000400607,C002960,KH9660W,4,2x2_slot_inorder_place_random
0000400607,C002961,KH9660W,4,2x2_slot_inorder_place_random
0000400607,C002962,KH9660W,4,2x2_slot_inorder_place_random
0000400607,C002963,KH9660W,4,2x2_slot_inorder_place_random
0000000405,C003390,NEH120,1,2x2_slot_inorder_place_random
0000000405,C003391,NEH120,1,2x2_slot_inorder_place_random
0000000405,C003392,NEH120,1,2x2_slot_inorder_place_random
0000000405,C003393,NEH120,1,2x2_slot_inorder_place_random
0000200705,C002070,KPE586,10,2x2_slot_inorder_place_random
0000200705,C002071,KPE586,10,2x2_slot_inorder_place_random
0000200705,C002072,KPE586,10,2x2_slot_inorder_place_random
0000200705,C002073,KPE586,10,2x2_slot_inorder_place_random
0000000104,C002100,KY2022,4,2x2_slot_inorder_place_random
0000000104,C002101,KY2022,4,2x2_slot_inorder_place_random
0000000104,C002102,KY2022,4,2x2_slot_inorder_place_random
0000000104,C002103,KY2022,4,2x2_slot_inorder_place_random
0000000905,C002860,KIM3025GY,2,2x2_slot_inorder_place_random
0000000905,C002861,KIM3025GY,2,2x2_slot_inorder_place_random
0000000905,C002862,KIM3025GY,2,2x2_slot_inorder_place_random
0000000905,C002863,KIM3025GY,2,2x2_slot_inorder_place_random
0000101004,C000600,REP10,1,2x2_slot_inorder_place_random
0000101004,C000601,REP10,1,2x2_slot_inorder_place_random
0000101004,C000602,REP10,1,2x2_slot_inorder_place_random
0000101004,C000603,REP10,1,2x2_slot_inorder_place_random
0000000207,C001310,GKM911B,6,2x2_slot_inorder_place_random
0000000207,C001311,GKM911B,6,2x2_slot_inorder_place_random
0000000207,C001312,GKM911B,3,2x2_slot_inorder_place_random
0000000207,C001313,USBD02,44,2x2_slot_inorder_place_random
0000400904,C002940,USBC12,2,2x2_slot_inorder_place_random
0000400904,C002941,AFG19,4,2x2_slot_inorder_place_random
0000400904,C002942,AFG19,4,2x2_slot_inorder_place_random
0000400904,C002943,AFG19,4,2x2_slot_inorder_place_random
0000000504,C000840,KIHP1160,1,2x2_slot_inorder_place_random
0000000504,C000841,KIHP1160,1,2x2_slot_inorder_place_random
0000000504,C000842,KIHP1160,1,2x2_slot_inorder_place_random
0000000504,C000843,KIHP1160,1,2x2_slot_inorder_place_random
0000000206,C000080,WD117,2,2x2_slot_inorder_place_random
0000000206,C000081,WD117,2,2x2_slot_inorder_place_random
0000000206,C000082,WD117,2,2x2_slot_inorder_place_random
0000000206,C000083,WD117,2,2x2_slot_inorder_place_random
0000200004,C002090,KPE586,10,2x2_slot_inorder_place_random
0000200004,C002091,KY2022,4,2x2_slot_inorder_place_random
0000200004,C002092,KY2022,4,2x2_slot_inorder_place_random
0000200004,C002093,KY2022,4,2x2_slot_inorder_place_random
0000300902,C003520,KIM3025BU,2,2x2_slot_inorder_place_random
0000300902,C003521,KIM3025BU,2,2x2_slot_inorder_place_random
0000300902,C003522,KIM3025BU,2,2x2_slot_inorder_place_random
0000300902,C003523,CRU15,6,2x2_slot_inorder_place_random
0000200204,C003780,ITHP2616,1,2x2_slot_inorder_place_random
0000200204,C003781,ITHP2616,1,2x2_slot_inorder_place_random
0000200204,C003782,ITHP2616,1,2x2_slot_inorder_place_random
0000200204,C003783,ITHP2616,1,2x2_slot_inorder_place_random
0000000706,C002930,NSD2123,10,2x2_slot_inorder_place_random
0000000706,C002931,NSD2123,10,2x2_slot_inorder_place_random
0000000706,C002932,NSD2123,7,2x2_slot_inorder_place_random
0000000706,C002933,USBC12,32,2x2_slot_inorder_place_random
0000300805,C000180,TRFP051MT,4,2x2_slot_inorder_place_random
0000300805,C000181,TRFP051MT,4,2x2_slot_inorder_place_random
0000300805,C000182,TRFP051MT,4,2x2_slot_inorder_place_random
0000300805,C000183,TRFP051MT,4,2x2_slot_inorder_place_random
0000200203,C002910,KIM3025GY,2,2x2_slot_inorder_place_random
0000200203,C002911,KIM3025GY,2,2x2_slot_inorder_place_random
0000200203,C002912,KIM3025GY,2,2x2_slot_inorder_place_random
0000200203,C002913,KIM3025GY,2,2x2_slot_inorder_place_random
0000000103,C003130,CWS78,1,2x2_slot_inorder_place_random
0000000103,C003131,CWS78,1,2x2_slot_inorder_place_random
0000000103,C003132,CWS78,1,2x2_slot_inorder_place_random
0000000103,C003133,CWS78,1,2x2_slot_inorder_place_random
0000500905,C002610,LED470,16,2x2_slot_inorder_place_random
0000500905,C002611,LED470,16,2x2_slot_inorder_place_random
0000500905,C002612,LED470,16,2x2_slot_inorder_place_random
0000500905,C002613,LED470,6,2x2_slot_inorder_place_random
0000200305,C002630,LED724,3,2x2_slot_inorder_place_random
0000200305,C002631,LED724,3,2x2_slot_inorder_place_random
0000200305,C002632,LED724,3,2x2_slot_inorder_place_random
0000200305,C002633,LED724,3,2x2_slot_inorder_place_random
0000300804,C001410,CG2036,3,2x2_slot_inorder_place_random
0000300804,C001411,EMP73,54,2x2_slot_inorder_place_random
0000300804,C001412,EMP73,2,2x2_slot_inorder_place_random
0000300804,C001413,EMP50B,54,2x2_slot_inorder_place_random
0000200106,C002590,PDCB001,8,2x2_slot_inorder_place_random
0000200106,C002591,CL120,5,2x2_slot_inorder_place_random
0000200106,C002592,CL120,5,2x2_slot_inorder_place_random
0000200106,C002593,CL120,5,2x2_slot_inorder_place_random
0000200901,C002640,LED724,3,2x2_slot_inorder_place_random
0000200901,C002641,LED724,3,2x2_slot_inorder_place_random
0000200901,C002642,LED724,3,2x2_slot_inorder_place_random
0000200901,C002643,LED724,3,2x2_slot_inorder_place_random
0000200704,C000860,KIHP1160,1,2x2_slot_inorder_place_random
0000200704,C000861,KIHP1160,1,2x2_slot_inorder_place_random
0000200704,C000862,KIHP1160,1,2x2_slot_inorder_place_random
0000200704,C000863,KIHP1160,1,2x2_slot_inorder_place_random
0000501006,C003000,KH9660W,4,2x2_slot_inorder_place_random
0000501006,C003001,KH9660W,4,2x2_slot_inorder_place_random
0000501006,C003002,KH9660W,4,2x2_slot_inorder_place_random
0000501006,C003003,KH9660W,4,2x2_slot_inorder_place_random
0000400606,C002770,FP0769,1,2x2_slot_inorder_place_random
0000400606,C002771,FP0769,1,2x2_slot_inorder_place_random
0000400606,C002772,FP0769,1,2x2_slot_inorder_place_random
0000400606,C002773,FP0769,1,2x2_slot_inorder_place_random
0000400805,C003400,NEH120,1,2x2_slot_inorder_place_random
0000400805,C003401,NEH120,1,2x2_slot_inorder_place_random
0000400805,C003402,NEH120,1,2x2_slot_inorder_place_random
0000400805,C003403,NEH120,1,2x2_slot_inorder_place_random
0000300706,C000300,TRFP051DB,4,2x2_slot_inorder_place_random
0000300706,C000301,TRFP051DB,4,2x2_slot_inorder_place_random
0000300706,C000302,TRFP051DB,4,2x2_slot_inorder_place_random
0000300706,C000303,TRFP051DB,4,2x2_slot_inorder_place_random
0000100505,C001150,IAM2706,1,2x2_slot_inorder_place_random
0000100505,C001151,IAM2706,1,2x2_slot_inorder_place_random
0000100505,C001152,IAM2706,1,2x2_slot_inorder_place_random
0000100505,C001153,TC10,22,2x2_slot_inorder_place_random
0000400804,C001320,USBD02,20,2x2_slot_inorder_place_random
0000400804,C001321,KPE588,18,2x2_slot_inorder_place_random
0000400804,C001322,KPE588,18,2x2_slot_inorder_place_random
0000400804,C001323,KPE588,18,2x2_slot_inorder_place_random
0000300506,C003690,KM501,28,2x2_slot_inorder_place_random
0000300506,C003691,KM501,24,2x2_slot_inorder_place_random
0000300506,C003692,IAM2712,2,2x2_slot_inorder_place_random
0000300506,C003693,IAM2712,2,2x2_slot_inorder_place_random
0000500805,C002540,KIM3025MT,2,2x2_slot_inorder_place_random
0000500805,C002541,KIM3025MT,2,2x2_slot_inorder_place_random
0000500805,C002542,KIM3025MT,2,2x2_slot_inorder_place_random
0000500805,C002543,KIM3025MT,1,2x2_slot_inorder_place_random
0000100905,C003030,KH9660W,4,2x2_slot_inorder_place_random
0000100905,C003031,KH9660W,1,2x2_slot_inorder_place_random
0000100905,C003032,CG2139,10,2x2_slot_inorder_place_random
0000100905,C003033,CG2139,10,2x2_slot_inorder_place_random
0000100803,C001710,KCR6250,16,2x2_slot_inorder_place_random
0000100803,C001711,KCR6250,16,2x2_slot_inorder_place_random
0000100803,C001712,KCR6250,16,2x2_slot_inorder_place_random
0000100803,C001713,KCR6250,7,2x2_slot_inorder_place_random
0000200900,C001020,KH193Y,3,2x2_slot_inorder_place_random
0000200900,C001021,KH193Y,3,2x2_slot_inorder_place_random
0000200900,C001022,KH193Y,3,2x2_slot_inorder_place_random
0000200900,C001023,KH193Y,3,2x2_slot_inorder_place_random
0000000404,C003540,CRU15,4,2x2_slot_inorder_place_random
0000000404,C003541,BSF6570,20,2x2_slot_inorder_place_random
0000000404,C003542,BSF6570,15,2x2_slot_inorder_place_random
0000000404,C003543,PDCB002B,32,2x2_slot_inorder_place_random
0000100904,C001820,FP0876W,1,2x2_slot_inorder_place_random
0000100904,C001821,FP0876W,1,2x2_slot_inorder_place_random
0000100904,C001822,FP0876W,1,2x2_slot_inorder_place_random
0000100904,C001823,FP0876W,1,2x2_slot_inorder_place_random
0000500707,C003240,CWS78,1,2x2_slot_inorder_place_random
0000500707,C003241,CWS78,1,2x2_slot_inorder_place_random
0000500707,C003242,CWS78,1,2x2_slot_inorder_place_random
0000500707,C003243,CWS78,1,2x2_slot_inorder_place_random
0000300405,C003850,LED6550,8,2x2_slot_inorder_place_random
0000300405,C003851,LED6550,8,2x2_slot_inorder_place_random
0000300405,C003852,LED6550,7,2x2_slot_inorder_place_random
0000300405,C003853,KPE592,7,2x2_slot_inorder_place_random
0000100903,C003200,CWS78,1,2x2_slot_inorder_place_random
0000100903,C003201,CWS78,1,2x2_slot_inorder_place_random
0000100903,C003202,CWS78,1,2x2_slot_inorder_place_random
0000100903,C003203,CWS78,1,2x2_slot_inorder_place_random
0000100504,C002300,FP0876BK,1,2x2_slot_inorder_place_random
0000100504,C002301,FP0876BK,1,2x2_slot_inorder_place_random
0000100504,C002302,FP0876BK,1,2x2_slot_inorder_place_random
0000100504,C002303,FP0876BK,1,2x2_slot_inorder_place_random
0000500207,C000540,CG1336,6,2x2_slot_inorder_place_random
0000500207,C000541,CG1336,6,2x2_slot_inorder_place_random
0000500207,C000542,CG1336,6,2x2_slot_inorder_place_random
0000500207,C000543,CG1336,6,2x2_slot_inorder_place_random
0000100405,C002920,KIM3025GY,2,2x2_slot_inorder_place_random
0000100405,C002921,KIM3025GY,1,2x2_slot_inorder_place_random
0000100405,C002922,USB24,41,2x2_slot_inorder_place_random
0000100405,C002923,NSD2123,10,2x2_slot_inorder_place_random
0000000607,C003730,IAM2712,2,2x2_slot_inorder_place_random
0000000607,C003731,IAM2712,1,2x2_slot_inorder_place_random
0000000607,C003732,PDCB120PI,37,2x2_slot_inorder_place_random
0000000607,C003733,EMP57,37,2x2_slot_inorder_place_random
0000500003,C002280,FP0876BK,1,2x2_slot_inorder_place_random
0000500003,C002281,FP0876BK,1,2x2_slot_inorder_place_random
0000500003,C002282,FP0876BK,1,2x2_slot_inorder_place_random
0000500003,C002283,FP0876BK,1,2x2_slot_inorder_place_random
0000100105,C002500,KIM3025MT,2,2x2_slot_inorder_place_random
0000100105,C002501,KIM3025MT,2,2x2_slot_inorder_place_random
0000100105,C002502,KIM3025MT,2,2x2_slot_inorder_place_random
0000100105,C002503,KIM3025MT,2,2x2_slot_inorder_place_random
0000200504,C000420,KIHP1157,1,2x2_slot_inorder_place_random
0000200504,C000421,KIHP1157,1,2x2_slot_inorder_place_random
0000200504,C000422,KIHP1157,1,2x2_slot_inorder_place_random
0000200504,C000423,KIHP1157,1,2x2_slot_inorder_place_random
0000100503,C003910,LED6539,4,2x2_slot_inorder_place_random
0000100503,C003911,LED6539,4,2x2_slot_inorder_place_random
0000100503,C003912,LED6539,1,2x2_slot_inorder_place_random
0000100503,C003913,KM733,6,2x2_slot_inorder_place_random
0000100902,C001210,TRFP051GB,4,2x2_slot_inorder_place_random
0000100902,C001211,TRFP051GB,4,2x2_slot_inorder_place_random
0000100902,C001212,TRFP051GB,4,2x2_slot_inorder_place_random
0000100902,C001213,TRFP051GB,4,2x2_slot_inorder_place_random
0000300603,C001680,NSD2136,15,2x2_slot_inorder_place_random
0000300603,C001681,NSD2136,2,2x2_slot_inorder_place_random
0000300603,C001682,USBC913,44,2x2_slot_inorder_place_random
0000300603,C001683,USBC913,11,2x2_slot_inorder_place_random
0000000705,C002810,FP0769,1,2x2_slot_inorder_place_random
0000000705,C002811,FP0769,1,2x2_slot_inorder_place_random
0000000705,C002812,FP0769,1,2x2_slot_inorder_place_random
0000000705,C002813,FP0769,1,2x2_slot_inorder_place_random
0000300602,C002690,KH9555GY,3,2x2_slot_inorder_place_random
0000300602,C002691,KH9555GY,3,2x2_slot_inorder_place_random
0000300602,C002692,KH9555GY,3,2x2_slot_inorder_place_random
0000300602,C002693,KH9555GY,3,2x2_slot_inorder_place_random
0000200105,C001960,KIHP2250,4,2x2_slot_inorder_place_random
0000200105,C001961,KIHP2250,4,2x2_slot_inorder_place_random
0000200105,C001962,KIHP2250,4,2x2_slot_inorder_place_random
0000200105,C001963,KIHP2250,4,2x2_slot_inorder_place_random
0000000001,C002620,LED724,3,2x2_slot_inorder_place_random
0000000001,C002621,LED724,3,2x2_slot_inorder_place_random
0000000001,C002622,LED724,3,2x2_slot_inorder_place_random
0000000001,C002623,LED724,3,2x2_slot_inorder_place_random
0000000704,C003070,LED6538,12,2x2_slot_inorder_place_random
0000000704,C003071,LED6538,12,2x2_slot_inorder_place_random
0000000704,C003072,LED6538,12,2x2_slot_inorder_place_random
0000000704,C003073,LED6538,12,2x2_slot_inorder_place_random
0000500303,C000170,TRFP051MT,4,2x2_slot_inorder_place_random
0000500303,C000171,TRFP051MT,4,2x2_slot_inorder_place_random
0000500303,C000172,TRFP051MT,4,2x2_slot_inorder_place_random
0000500303,C000173,TRFP051MT,4,2x2_slot_inorder_place_random
0000100502,C002080,KPE586,10,2x2_slot_inorder_place_random
0000100502,C002081,KPE586,10,2x2_slot_inorder_place_random
0000100502,C002082,KPE586,10,2x2_slot_inorder_place_random
0000100502,C002083,KPE586,10,2x2_slot_inorder_place_random
0000201007,C001240,USBC08,44,2x2_slot_inorder_place_random
0000201007,C001241,USBC08,26,2x2_slot_inorder_place_random
0000201007,C001242,CU50,24,2x2_slot_inorder_place_random
0000201007,C001243,CU50,24,2x2_slot_inorder_place_random
0000100702,C001870,FP0876W,1,2x2_slot_inorder_place_random
0000100702,C001871,FP0876W,1,2x2_slot_inorder_place_random
0000100702,C001872,FP0876W,1,2x2_slot_inorder_place_random
0000100702,C001873,FP0876W,1,2x2_slot_inorder_place_random
0000401006,C000210,MPP3456,8,2x2_slot_inorder_place_random
0000401006,C000211,MPP3456,8,2x2_slot_inorder_place_random
0000401006,C000212,MPP3456,8,2x2_slot_inorder_place_random
0000401006,C000213,MPP3456,8,2x2_slot_inorder_place_random
0000000403,C000200,TRFP051MT,3,2x2_slot_inorder_place_random
0000000403,C000201,MPP3456,8,2x2_slot_inorder_place_random
0000000403,C000202,MPP3456,8,2x2_slot_inorder_place_random
0000000403,C000203,MPP3456,8,2x2_slot_inorder_place_random
0000400504,C001450,CG2136,9,2x2_slot_inorder_place_random
0000400504,C001451,USBD03,44,2x2_slot_inorder_place_random
0000400504,C001452,USBD03,17,2x2_slot_inorder_place_random
0000400504,C001453,KPB2303BU,21,2x2_slot_inorder_place_random
0000500302,C002170,FP0772,1,2x2_slot_inorder_place_random
0000500302,C002171,FP0772,1,2x2_slot_inorder_place_random
0000500302,C002172,FP0772,1,2x2_slot_inorder_place_random
0000500302,C002173,FP0772,1,2x2_slot_inorder_place_random
0000100607,C000140,TRFP051MT,4,2x2_slot_inorder_place_random
0000100607,C000141,TRFP051MT,4,2x2_slot_inorder_place_random
0000100607,C000142,TRFP051MT,4,2x2_slot_inorder_place_random
0000100607,C000143,TRFP051MT,4,2x2_slot_inorder_place_random
0000500301,C000610,REP10,1,2x2_slot_inorder_place_random
0000500301,C000611,REP10,1,2x2_slot_inorder_place_random
0000500301,C000612,REP10,1,2x2_slot_inorder_place_random
0000500301,C000613,REP10,1,2x2_slot_inorder_place_random
0000501005,C002720,BM066,8,2x2_slot_inorder_place_random
0000501005,C002721,BM066,8,2x2_slot_inorder_place_random
0000501005,C002722,BM066,8,2x2_slot_inorder_place_random
0000501005,C002723,BM066,2,2x2_slot_inorder_place_random
0000101003,C002060,EH80,2,2x2_slot_inorder_place_random
0000101003,C002061,EH80,2,2x2_slot_inorder_place_random
0000101003,C002062,EH80,1,2x2_slot_inorder_place_random
0000101003,C002063,CB26,58,2x2_slot_inorder_place_random
0000400605,C002120,FP0772,1,2x2_slot_inorder_place_random
0000400605,C002121,FP0772,1,2x2_slot_inorder_place_random
0000400605,C002122,FP0772,1,2x2_slot_inorder_place_random
0000400605,C002123,FP0772,1,2x2_slot_inorder_place_random
0000000402,C000920,KIHP1160,1,2x2_slot_inorder_place_random
0000000402,C000921,KIHP1160,1,2x2_slot_inorder_place_random
0000000402,C000922,KIHP1160,1,2x2_slot_inorder_place_random
0000000402,C000923,KIHP1160,1,2x2_slot_inorder_place_random
0000300107,C003810,ITHP2616,1,2x2_slot_inorder_place_random
0000300107,C003811,ITHP2616,1,2x2_slot_inorder_place_random
0000300107,C003812,ITHP2616,1,2x2_slot_inorder_place_random
0000300107,C003813,ITHP2616,1,2x2_slot_inorder_place_random
0000500605,C000040,WD117,2,2x2_slot_inorder_place_random
0000500605,C000041,WD117,2,2x2_slot_inorder_place_random
0000500605,C000042,WD117,2,2x2_slot_inorder_place_random
0000500605,C000043,WD117,2,2x2_slot_inorder_place_random
0000200003,C003100,CWS78,1,2x2_slot_inorder_place_random
0000200003,C003101,CWS78,1,2x2_slot_inorder_place_random
0000200003,C003102,CWS78,1,2x2_slot_inorder_place_random
0000200003,C003103,CWS78,1,2x2_slot_inorder_place_random
0000100404,C000820,CUH20W-1,22,2x2_slot_inorder_place_random
0000100404,C000821,KIHP1160,1,2x2_slot_inorder_place_random
0000100404,C000822,KIHP1160,1,2x2_slot_inorder_place_random
0000100404,C000823,KIHP1160,1,2x2_slot_inorder_place_random
0000200805,C001530,KH196,3,2x2_slot_inorder_place_random
0000200805,C001531,KH196,3,2x2_slot_inorder_place_random
0000200805,C001532,KH196,3,2x2_slot_inorder_place_random
0000200805,C001533,KH196,3,2x2_slot_inorder_place_random
0000300505,C000000,WD117,2,2x2_slot_inorder_place_random
0000300505,C000001,WD117,2,2x2_slot_inorder_place_random
0000300505,C000002,WD117,2,2x2_slot_inorder_place_random
0000300505,C000003,WD117,2,2x2_slot_inorder_place_random
0000000304,C003710,IAM2712,2,2x2_slot_inorder_place_random
0000000304,C003711,IAM2712,2,2x2_slot_inorder_place_random
0000000304,C003712,IAM2712,2,2x2_slot_inorder_place_random
0000000304,C003713,IAM2712,2,2x2_slot_inorder_place_random
0000200804,C001990,EH80,2,2x2_slot_inorder_place_random
0000200804,C001991,EH80,2,2x2_slot_inorder_place_random
0000200804,C001992,EH80,2,2x2_slot_inorder_place_random
0000200804,C001993,EH80,2,2x2_slot_inorder_place_random
0000201006,C003060,BTS734,2,2x2_slot_inorder_place_random
0000201006,C003061,USBC912,44,2x2_slot_inorder_place_random
0000201006,C003062,USBC912,19,2x2_slot_inorder_place_random
0000201006,C003063,LED6538,12,2x2_slot_inorder_place_random
0000100403,C000410,KIHP1157,1,2x2_slot_inorder_place_random
0000100403,C000411,KIHP1157,1,2x2_slot_inorder_place_random
0000100403,C000412,KIHP1157,1,2x2_slot_inorder_place_random
0000100403,C000413,KIHP1157,1,2x2_slot_inorder_place_random
0000200202,C002470,CU53B,27,2x2_slot_inorder_place_random
0000200202,C002471,KIM3025MT,2,2x2_slot_inorder_place_random
0000200202,C002472,KIM3025MT,2,2x2_slot_inorder_place_random
0000200202,C002473,KIM3025MT,2,2x2_slot_inorder_place_random
0000100901,C000950,KIHP1160,1,2x2_slot_inorder_place_random
0000100901,C000951,KIHP1160,1,2x2_slot_inorder_place_random
0000100901,C000952,KIHP1160,1,2x2_slot_inorder_place_random
0000100901,C000953,KIHP1160,1,2x2_slot_inorder_place_random
0000301005,C000390,KIHP1157,1,2x2_slot_inorder_place_random
0000301005,C000391,KIHP1157,1,2x2_slot_inorder_place_random
0000301005,C000392,KIHP1157,1,2x2_slot_inorder_place_random
0000301005,C000393,KIHP1157,1,2x2_slot_inorder_place_random
0000501004,C000500,KIHP1157,1,2x2_slot_inorder_place_random
0000501004,C000501,KIHP1157,1,2x2_slot_inorder_place_random
0000501004,C000502,KIHP1157,1,2x2_slot_inorder_place_random
0000501004,C000503,KIHP1157,1,2x2_slot_inorder_place_random
0000000503,C001550,KH196,3,2x2_slot_inorder_place_random
0000000503,C001551,KH196,3,2x2_slot_inorder_place_random
0000000503,C001552,KH196,3,2x2_slot_inorder_place_random
0000000503,C001553,KH196,3,2x2_slot_inorder_place_random
0000500206,C002450,FG61,4,2x2_slot_inorder_place_random
0000500206,C002451,FG61,4,2x2_slot_inorder_place_random
0000500206,C002452,FG61,4,2x2_slot_inorder_place_random
0000500206,C002453,FG61,2,2x2_slot_inorder_place_random
0000500604,C001630,REP15,1,2x2_slot_inorder_place_random
0000500604,C001631,REP15,1,2x2_slot_inorder_place_random
0000500604,C001632,REP15,1,2x2_slot_inorder_place_random
0000500604,C001633,REP15,1,2x2_slot_inorder_place_random
0000100004,C002150,FP0772,1,2x2_slot_inorder_place_random
0000100004,C002151,FP0772,1,2x2_slot_inorder_place_random
0000100004,C002152,FP0772,1,2x2_slot_inorder_place_random
0000100004,C002153,FP0772,1,2x2_slot_inorder_place_random
0000300601,C000760,TRFP051Y,4,2x2_slot_inorder_place_random
0000300601,C000761,TRFP051Y,4,2x2_slot_inorder_place_random
0000300601,C000762,TRFP051Y,4,2x2_slot_inorder_place_random
0000300601,C000763,TRFP051Y,4,2x2_slot_inorder_place_random
0000500804,C001600,REP15,1,2x2_slot_inorder_place_random
0000500804,C001601,REP15,1,2x2_slot_inorder_place_random
0000500804,C001602,REP15,1,2x2_slot_inorder_place_random
0000500804,C001603,REP15,1,2x2_slot_inorder_place_random
0000500502,C003740,BTE3907,14,2x2_slot_inorder_place_random
0000500502,C003741,BTE3907,14,2x2_slot_inorder_place_random
0000500502,C003742,ITHP2616,1,2x2_slot_inorder_place_random
0000500502,C003743,ITHP2616,1,2x2_slot_inorder_place_random
0000500300,C000270,TRFP051DB,4,2x2_slot_inorder_place_random
0000500300,C000271,TRFP051DB,4,2x2_slot_inorder_place_random
0000500300,C000272,TRFP051DB,4,2x2_slot_inorder_place_random
0000500300,C000273,TRFP051DB,4,2x2_slot_inorder_place_random
0000300901,C002330,USBNAC01,44,2x2_slot_inorder_place_random
0000300901,C002331,USBNAC01,1,2x2_slot_inorder_place_random
0000300901,C002332,BTS722,27,2x2_slot_inorder_place_random
0000300901,C002333,BTS722,8,2x2_slot_inorder_place_random
0000300304,C001290,USBNAC03,32,2x2_slot_inorder_place_random
0000300304,C001291,USBNAC03,26,2x2_slot_inorder_place_random
0000300304,C001292,GKM911B,6,2x2_slot_inorder_place_random
0000300304,C001293,GKM911B,6,2x2_slot_inorder_place_random
0000500205,C000450,KIHP1157,1,2x2_slot_inorder_place_random
0000500205,C000451,KIHP1157,1,2x2_slot_inorder_place_random
0000500205,C000452,KIHP1157,1,2x2_slot_inorder_place_random
0000500205,C000453,KIHP1157,1,2x2_slot_inorder_place_random
0000400803,C002670,KH9555GY,3,2x2_slot_inorder_place_random
0000400803,C002671,KH9555GY,3,2x2_slot_inorder_place_random
0000400803,C002672,KH9555GY,3,2x2_slot_inorder_place_random
0000400803,C002673,KH9555GY,3,2x2_slot_inorder_place_random
0000300803,C002650,LED724,3,2x2_slot_inorder_place_random
0000300803,C002651,LED724,3,2x2_slot_inorder_place_random
0000300803,C002652,LED724,1,2x2_slot_inorder_place_random
0000300803,C002653,USBA912,44,2x2_slot_inorder_place_random
0000400503,C002480,KIM3025MT,2,2x2_slot_inorder_place_random
0000400503,C002481,KIM3025MT,2,2x2_slot_inorder_place_random
0000400503,C002482,KIM3025MT,2,2x2_slot_inorder_place_random
0000400503,C002483,KIM3025MT,2,2x2_slot_inorder_place_random
0000000502,C000670,REP10,1,2x2_slot_inorder_place_random
0000000502,C000671,REP10,1,2x2_slot_inorder_place_random
0000000502,C000672,REP10,1,2x2_slot_inorder_place_random
0000000502,C000673,REP10,1,2x2_slot_inorder_place_random
0000400304,C002530,KIM3025MT,2,2x2_slot_inorder_place_random
0000400304,C002531,KIM3025MT,2,2x2_slot_inorder_place_random
0000400304,C002532,KIM3025MT,2,2x2_slot_inorder_place_random
0000400304,C002533,KIM3025MT,2,2x2_slot_inorder_place_random
0000300504,C002240,RA5515-1,18,2x2_slot_inorder_place_random
0000300504,C002241,RA5515-1,18,2x2_slot_inorder_place_random
0000300504,C002242,RA5515-1,16,2x2_slot_inorder_place_random
0000300504,C002243,FP0876BK,1,2x2_slot_inorder_place_random
0000000401,C001840,FP0876W,1,2x2_slot_inorder_place_random
0000000401,C001841,FP0876W,1,2x2_slot_inorder_place_random
0000000401,C001842,FP0876W,1,2x2_slot_inorder_place_random
0000000401,C001843,FP0876W,1,2x2_slot_inorder_place_random
0000301004,C002440,FG61,4,2x2_slot_inorder_place_random
0000301004,C002441,FG61,4,2x2_slot_inorder_place_random
0000301004,C002442,FG61,4,2x2_slot_inorder_place_random
0000301004,C002443,FG61,4,2x2_slot_inorder_place_random
0000100306,C000010,WD117,2,2x2_slot_inorder_place_random
0000100306,C000011,WD117,2,2x2_slot_inorder_place_random
0000100306,C000012,WD117,2,2x2_slot_inorder_place_random
0000100306,C000013,WD117,2,2x2_slot_inorder_place_random
0000401005,C003350,NEH120,1,2x2_slot_inorder_place_random
0000401005,C003351,NEH120,1,2x2_slot_inorder_place_random
0000401005,C003352,NEH120,1,2x2_slot_inorder_place_random
0000401005,C003353,NEH120,1,2x2_slot_inorder_place_random
0000400303,C000800,TRFP051Y,4,2x2_slot_inorder_place_random
0000400303,C000801,TRFP051Y,4,2x2_slot_inorder_place_random
0000400303,C000802,TRFP051Y,4,2x2_slot_inorder_place_random
0000400303,C000803,TRFP051Y,4,2x2_slot_inorder_place_random
0000400903,C002220,NL5921,8,2x2_slot_inorder_place_random
0000400903,C002221,NL5921,8,2x2_slot_inorder_place_random
0000400903,C002222,NL5921,8,2x2_slot_inorder_place_random
0000400903,C002223,NL5921,1,2x2_slot_inorder_place_random
0000200603,C003360,NEH120,1,2x2_slot_inorder_place_random
0000200603,C003361,NEH120,1,2x2_slot_inorder_place_random
0000200603,C003362,NEH120,1,2x2_slot_inorder_place_random
0000200603,C003363,NEH120,1,2x2_slot_inorder_place_random
0000400203,C003940,KH7502BU,3,2x2_slot_inorder_place_random
0000400203,C003941,KH7502BU,3,2x2_slot_inorder_place_random
0000400203,C003942,KH7502BU,3,2x2_slot_inorder_place_random
0000400203,C003943,KH7502BU,3,2x2_slot_inorder_place_random
